subset,num,utt_num,text,pronounce,monophone
0,35,0_35,デュアルエアバッグが標準装備された。,でゅあるえあばっぐがひょーじゅんそーびされた。,dy u a r u e a b a q g u g a hy o: j u N s o: b i s a r e t a
0,36,0_36,ナンバーワンアルバムが多いアーティスト。,なんばーわんあるばむがおーいあーてぃすと。,n a N b a: w a N a r u b a m u g a o: i a: t i s u t o
0,37,0_37,同王座挑戦を改めてアピール。,どーおーざちょーせんをあらためてあぴーる。,d o: o: z a ch o: s e N o a r a t a m e t e a p i: r u
0,38,0_38,合唱のオーディションと間違えて応募。,がっしょーのおーでぃしょんとまちがえておーぼ。,g a q sh o: n o o: d i sh o N t o m a ch i g a e t e o: b o
0,39,0_39,ほぼパーフェクトな演技で総合首位に。,ほぼぱーふぇくとなえんぎでそーごーしゅいに。,h o b o p a: f e k u t o n a e N g i d e s o: g o: sh u i n i
0,40,0_40,細胞死や臓器不全をも起こしうる。,さいぼーしやぞーきふぜんをもおこしうる。,s a i b o: sh i y a z o: k i f u z e N o m o o k o sh i u r u
0,41,0_41,樹皮は淡い灰茶色ではげ落ちやすい。,じゅひわあわいはいちゃいろではげおちやすい。,j u h i w a a w a i h a i ch a i r o d e h a g e o ch i y a s u i
0,42,0_42,ダブルルーフの屋根で前面は切妻。,だぶるるーふのやねでぜんめんわきりずま。,d a b u r u r u: f u n o y a n e d e z e N m e N w a k i r i z u m a
0,43,0_43,ドゥーマンは母語として日本語を覚えた。,どぅーまんわぼごとしてにほんごをおぼえた。,d u: m a N w a b o g o t o sh i t e n i h o N g o o o b o e t a
0,44,0_44,シャンプー、シェービングクリーム等である。,しゃんぷー、しぇーびんぐくりーむとーである。,sh a N p u: # sh e: b i N g u k u r i: m u t o: d e a r u
0,45,0_45,望遠スコープとサーモスコープがある。,ぼーえんすこーぷとさーもすこーぷがある。,b o: e N s u k o: p u t o s a: m o s u k o: p u g a a r u
0,46,0_46,フィールディングもよいオールマイティな投手。,ふぃーるでぃんぐもよいおーるまいてぃなとーしゅ。,f i: r u d i N g u m o y o i o: r u m a i t i n a t o: sh u
0,47,0_47,ドキュメンタリーアドベンチャー映画である。,どきゅめんたりーあどべんちゃーえいがである。,d o ky u m e N t a r i: a d o b e N ch a: e i g a d e a r u
0,48,0_48,出生直後よりチアノーゼを呈する。,しゅっしょーちょくごよりちあのーぜをていする。,sh u q sh o: ch o k u g o y o r i ch i a n o: z e o t e i s u r u
0,49,0_49,そのままアポイントを放置してしまった。,そのままあぽいんとをほーちしてしまった。,s o n o m a m a a p o i N t o o h o: ch i sh i t e sh i m a q t a
0,50,0_50,声調符号は主母音の上につける。,せいちょーふごーわしゅぼいんのうえにつける。,s e i ch o: f u g o: w a sh u b o i N n o u e n i ts u k e r u
0,51,0_51,カメや野鳥やアヒルの餌となっている。,かめややちょーやあひるのえさとなっている。,k a m e y a y a ch o: y a a h i r u n o e s a t o n a q t e i r u
0,52,0_52,兵糧は尽き、野草で餓えをしのいだ。,ひょーろーわつき、やそーでうえをしのいだ。,hy o: r o: w a ts u k i # y a s o: d e u e o sh i n o i d a
0,53,0_53,個人での受賞はメンバー別ページへ。,こじんでのじゅしょーわめんばーべつぺーじえ。,k o j i N d e n o j u sh o: w a m e N b a: b e ts u p e: j i e
0,54,0_54,ビュッフェで飲食物を買うことができる。,びゅっふぇでいんしょくぶつをかうことができる。,by u q f e d e i N sh o k u b u ts u o k a u k o t o g a d e k i r u
0,55,0_55,労役や出費の軽減を具申した。,ろーえきやしゅっぴのけいげんをぐしんした。,r o: e k i y a sh u q p i n o k e i g e N o g u sh i N sh i t a
0,56,0_56,ボディーペインティングでの実績も多い。,ぼでぃーぺいんてぃんぐでのじっせきもおーい。,b o d i: p e i N t i N g u d e n o j i q s e k i m o o: i
0,57,0_57,学生女流アマチュアの頂点に立つ。,がくせいじょりゅーあまちゅあのちょーてんにたつ。,g a k u s e i j o ry u: a m a ch u a n o ch o: t e N n i t a ts u
0,58,0_58,例としてパパイヤ賞やグレープ賞など。,れいとしてぱぱいやしょーやぐれーぷしょーなど。,r e i t o sh i t e p a p a i y a sh o: y a g u r e: p u sh o: n a d o
0,59,0_59,黄色いウサギをポスター用紙に描いた。,きいろいうさぎをぽすたーよーしにえがいた。,k i i r o i u s a g i o p o s u t a: y o: sh i n i e g a i t a
0,60,0_60,空襲情報伝達網に加わった。,くーしゅーじょーほーでんたつもーにくわわった。,k u: sh u: j o: h o: d e N t a ts u m o: n i k u w a w a q t a
0,61,0_61,鶯の鳴き声はフルートで示される。,うぐいすのなきごえわふるーとでしめされる。,u g u i s u n o n a k i g o e w a f u r u: t o d e sh i m e s a r e r u
0,62,0_62,浮世絵および絵入版本の研究者。,うきよえおよびえいりはんぽんのけんきゅうしゃ。,u k i y o e o y o b i e i r i h a N p o N n o k e N ky u u sh a
0,63,0_63,テレパシーで相手との意思疎通ができる。,てれぱしーであいてとのいしそつーができる。,t e r e p a sh i: d e a i t e t o n o i sh i s o ts u: g a d e k i r u
0,64,0_64,アニメコーナーとダジャレコーナーを放送。,あにめこーなーとだじゃれこーなーをほーそー。,a n i m e k o: n a: t o d a j a r e k o: n a: o h o: s o:
0,65,0_65,女子はセーラー服にシアンブルーのリボン。,じょしわせーらーふくにしあんぶるーのりぼん。,j o sh i w a s e: r a: f u k u n i sh i a N b u r u: n o r i b o N
0,66,0_66,筆力粘り強く、落ち着きある書風。,ひつりょくねばりずよく、おちつきあるしょふー。,h i ts u ry o k u n e b a r i z u y o k u # o ch i ts u k i a r u sh o f u:
0,67,0_67,ポリエチレン、ポリプロピレンなどが主流。,ぽりえちれん、ぽりぷろぴれんなどがしゅりゅー。,p o r i e ch i r e N # p o r i p u r o p i r e N n a d o g a sh u ry u:
0,68,0_68,味付けはこんぶと醤油で薄味にする。,あじつけわこんぶとしょーゆでうすあじにする。,a j i ts u k e w a k o N b u t o sh o: y u d e u s u a j i n i s u r u
0,69,0_69,王国へ旅に出るアドベンチャー作品。,おーこくえたびにでるあどべんちゃーさくひん。,o: k o k u e t a b i n i d e r u a d o b e N ch a: s a k u h i N
0,70,0_70,スフィンクスコースはファミリー、初心者向け。,すふぃんくすこーすわふぁみりー、しょしんしゃむけ。,s u f i N k u s u k o: s u w a f a m i r i: # sh o sh i N sh a m u k e
0,71,0_71,王妃は王子と謀って王を幽閉した。,おーひわおーじとはかっておーをゆーへいした。,o: h i w a o: j i t o h a k a q t e o: o y u: h e i sh i t a
0,72,0_72,メジャー系プロレスファンの憎悪を浴びていた。,めじゃーけいぷろれすふぁんのぞーおをあびていた。,m e j a: k e i p u r o r e s u f a N n o z o: o o a b i t e i t a
0,73,0_73,スピーディーさやスマートさをイメージしている。,すぴーでぃーさやすまーとさをいめーじしている。,s u p i: d i: s a y a s u m a: t o s a o i m e: j i sh i t e i r u
0,74,0_74,彼を祀って所願成就を願う信仰。,かれをまつってしょがんじょーじゅをねがうしんこー。,k a r e o m a ts u q t e sh o g a N j o: j u o n e g a u sh i N k o:
0,75,0_75,非合法な仕事を請け負うプロフェッショナル。,ひごーほーなしごとをうけおうぷろふぇっしょなる。,h i g o: h o: n a sh i g o t o o u k e o u p u r o f e q sh o n a r u
0,76,0_76,選者中で唯一ネガティブな評価をした。,せんじゃちゅーでゆいいつねがてぃぶなひょーかをした。,s e N j a ch u: d e y u i i ts u n e g a t i b u n a hy o: k a o sh i t a
0,77,0_77,押しも押されもせぬエースの座に君臨する。,おしもおされもせぬえーすのざにくんりんする。,o sh i m o o s a r e m o s e n u e: s u n o z a n i k u N r i N s u r u
0,78,0_78,メジャーからマイナーアーティストまで幅広い。,めじゃーからまいなーあーてぃすとまではばひろい。,m e j a: k a r a m a i n a: a: t i s u t o m a d e h a b a h i r o i
0,79,0_79,あれよあれよと勝ち抜いてファイナルに進出。,あれよあれよとかちぬいてふぁいなるにしんしゅつ。,a r e y o a r e y o t o k a ch i n u i t e f a i n a r u n i sh i N sh u ts u
0,80,0_80,本路線初の運賃値上げを実施する。,ほんろせんはつのうんちんねあげをじっしする。,h o N r o s e N h a ts u n o u N ch i N n e a g e o j i q sh i s u r u
0,81,0_81,ヘッダはあて先とメッセージタイプを含む。,へっだわあてさきとめっせーじたいぷをふくむ。,h e q d a w a a t e s a k i t o m e q s e: j i t a i p u o f u k u m u
0,82,0_82,アルバムリリース前にショートツアーを実施。,あるばむりりーすまえにしょーとつあーをじっし。,a r u b a m u r i r i: s u m a e n i sh o: t o ts u a: o j i q sh i
0,83,0_83,夜、寝る前に部屋でビュンビュンとバットを振る。,よる、ねるまえにへやでびゅんびゅんとばっとをふる。,y o r u # n e r u m a e n i h e y a d e by u N by u N t o b a q t o o f u r u
0,84,0_84,アトリエやギャラリーなどを誘致するプロジェクト。,あとりえやぎゃらりーなどをゆーちするぷろじぇくと。,a t o r i e y a gy a r a r i: n a d o o y u: ch i s u r u p u r o j e k u t o
0,85,0_85,勉強はせず芸者遊びに明け暮れ中退。,べんきょーわせずげいしゃあそびにあけくれちゅーたい。,b e N ky o: w a s e z u g e i sh a a s o b i n i a k e k u r e ch u: t a i
0,86,0_86,アナウンサー室から社長室秘書部へ異動。,あなうんさーしつからしゃちょーしつひしょぶえいどー。,a n a u N s a: sh i ts u k a r a sh a ch o: sh i ts u h i sh o b u e i d o:
0,87,0_87,ケーブルを売るメーカーがロイヤリティを支払う。,けーぶるをうるめーかーがろいやりてぃをしはらう。,k e: b u r u o u r u m e: k a: g a r o i y a r i t i o sh i h a r a u
0,88,0_88,ルポルタージュを中心に著書を多数執筆。,るぽるたーじゅをちゅーしんにちょしょをたすーしっぴつ。,r u p o r u t a: j u o ch u: sh i N n i ch o sh o o t a s u: sh i q p i ts u
0,89,0_89,ニャーニャー人形を合体素材にすればできる。,にゃーにゃーにんぎょーをがったいそざいにすればできる。,ny a: ny a: n i N gy o: o g a q t a i s o z a i n i s u r e b a d e k i r u
0,90,0_90,エレベーターと上下エスカレーターを設置する。,えれべーたーとじょーげえすかれーたーをせっちする。,e r e b e: t a: t o j o: g e e s u k a r e: t a: o s e q ch i s u r u
0,91,0_91,そこに世情不安や天変地異は含まれない。,そこにせじょーふあんやてんぺんちいわふくまれない。,s o k o n i s e j o: f u a N y a t e N p e N ch i i w a f u k u m a r e n a i
0,92,0_92,いわゆるゴージャスでファンシーなサウンドが持ち味。,いわゆるごーじゃすでふぁんしーなさうんどがもちあじ。,i w a y u r u g o: j a s u d e f a N sh i: n a s a u N d o g a m o ch i a j i
0,93,0_93,雌しべが長くほぼまっすぐに伸びるのが特徴。,めしべがながくほぼまっすぐにのびるのがとくちょー。,m e sh i b e g a n a g a k u h o b o m a q s u g u n i n o b i r u n o g a t o k u ch o:
0,94,0_94,ボディ中心の攻撃で中盤以降圧倒。,ぼでぃちゅーしんのこーげきでちゅーばんいこーあっとー。,b o d i ch u: sh i N n o k o: g e k i d e ch u: b a N i k o: a q t o:
0,95,0_95,スーパーファミコンへとプラットフォームを移された。,すーぱーふぁみこんえとぷらっとふぉーむをうつされた。,s u: p a: f a m i k o N e t o p u r a q t o f o: m u o u ts u s a r e t a
0,96,0_96,ほんと久しぶりにすっごい悔しかったんですよ。,ほんとひさしぶりにすっごいくやしかったんですよ。,h o N t o h i s a sh i b u r i n i s u q g o i k u y a sh i k a q t a N d e s u y o
0,97,0_97,ディレクター兼任アナウンサーとしても活動。,でぃれくたーけんにんあなうんさーとしてもかつどー。,d i r e k u t a: k e N n i N a n a u N s a: t o sh i t e m o k a ts u d o:
0,98,0_98,踏み出した足の膝をやや落としてウェートを乗せる。,ふみだしたあしのひざをややおとしてうぇーとをのせる。,f u m i d a sh i t a a sh i n o h i z a o y a y a o t o sh i t e w e: t o o n o s e r u
0,99,0_99,再びジュニアタッグ王座への挑戦をアピール。,ふたたびじゅにあたっぐおーざえのちょーせんをあぴーる。,f u t a t a b i j u n i a t a q g u o: z a e n o ch o: s e N o a p i: r u
0,100,0_100,全身にファスナーが付いたオーバーボディを着用。,ぜんしんにふぁすなーがついたおーばーぼでぃをちゃくよー。,z e N sh i N n i f a s u n a: g a ts u i t a o: b a: b o d i o ch a k u y o:
0,101,0_101,鉱物性油は重油や軽油、灯油である。,こーぶつせいあぶらわじゅーゆやけいゆ、とーゆである。,k o: b u ts u s e i a b u r a w a j u: y u y a k e i y u # t o: y u d e a r u
0,102,0_102,カーネーションのメンバーをサポートに迎えてツアー。,かーねーしょんのめんばーをさぽーとにむかえてつあー。,k a: n e: sh o N n o m e N b a: o s a p o: t o n i m u k a e t e ts u a:
0,103,0_103,ウサギがぴょんぴょん跳ねる擬態語のぴょんと合わせたから。,うさぎがぴょんぴょんはねるぎたいごのぴょんとあわせたから。,u s a g i g a py o N py o N h a n e r u g i t a i g o n o py o N t o a w a s e t a k a r a
0,104,0_104,腎盂炎、蛋白尿、神経痛を病んでいた。,じんうえん、たんぱくにょー、しんけいつーをやんでいた。,j i N u e N # t a N p a k u ny o: # sh i N k e i ts u: o y a N d e i t a
0,105,0_105,レザーシートなどがパッケージでオプションとして選べる。,れざーしーとなどがぱっけーじでおぷしょんとしてえらべる。,r e z a: sh i: t o n a d o g a p a q k e: j i d e o p u sh o N t o sh i t e e r a b e r u
0,106,0_106,ルビー山脈およびシェルクリーク山脈の中にある。,るびーさんみゃくおよびしぇるくりーくさんみゃくのなかにある。,r u b i: s a N my a k u o y o b i sh e r u k u r i: k u s a N my a k u n o n a k a n i a r u
0,107,0_107,事務所に言われオーディションを渋々受ける日々が続く。,じむしょにいわれおーでぃしょんをしぶしぶうけるひびがつずく。,j i m u sh o n i i w a r e o: d i sh o N o sh i b u sh i b u u k e r u h i b i g a ts u z u k u
0,108,0_108,かつての校風はすっかり消え失せ大きく変化した。,かつてのこーふーわすっかりきえうせおーきくへんかした。,k a ts u t e n o k o: f u: w a s u q k a r i k i e u s e o: k i k u h e N k a sh i t a
0,109,0_109,有象無象が舞い踊る空前絶後の武闘大会。,うぞーむぞーがまいおどるくーぜんぜつごのぶとーたいかい。,u z o: m u z o: g a m a i o d o r u k u: z e N z e ts u g o n o b u t o: t a i k a i
0,110,0_110,アゲハチョウ科アゲハチョウ属に分類されるチョウの一種。,あげはちょーかあげはちょーぞくにぶんるいされるちょーのいっしゅ。,a g e h a ch o: k a a g e h a ch o: z o k u n i b u N r u i s a r e r u ch o: n o i q sh u
0,111,0_111,このペア以降、コンビネーションジャンプを飛ぶペアが増えた。,このぺあいこー、こんびねーしょんじゃんぷをとぶぺあがふえた。,k o n o p e a i k o: # k o N b i n e: sh o N j a N p u o t o b u p e a g a f u e t a
0,112,0_112,優れたフィジカルを活かしてディフェンダーでのプレーも可能。,すぐれたふぃじかるをいかしてでぃふぇんだーでのぷれーもかのー。,s u g u r e t a f i j i k a r u o i k a sh i t e d i f e N d a: d e n o p u r e: m o k a n o:
0,113,0_113,モカ、カプチーノ、エスプレッソ、シフォンについては省略。,もか、かぷちーの、えすぷれっそ、しふぉんについてわしょーりゃく。,m o k a # k a p u ch i: n o # e s u p u r e q s o # sh i f o N n i ts u i t e w a sh o: ry a k u
0,114,0_114,マンゴーなどの新しい風味のバラエティーも増えつつある。,まんごーなどのあたらしいふーみのばらえてぃーもふえつつある。,m a N g o: n a d o n o a t a r a sh i i f u: m i n o b a r a e t i: m o f u e ts u ts u a r u
0,115,0_115,フィギュア、キーホルダー、文房具などのイラストをデザイン。,ふぃぎゅあ、きーほるだー、ぶんぼーぐなどのいらすとをでざいん。,f i gy u a # k i: h o r u d a: # b u N b o: g u n a d o n o i r a s u t o o d e z a i N
0,116,0_116,ドルフィンとケープハート、双方劣らぬしたたかさだった。,どるふぃんとけーぷはーと、そーほーおとらぬしたたかさだった。,d o r u f i N t o k e: p u h a: t o # s o: h o: o t o r a n u sh i t a t a k a s a d a q t a
0,117,0_117,部署異動して実務にも急遽務め、アナウンサーに復帰。,ぶしょいどーしてじつむにもきゅーきょつとめ、あなうんさーにふっき。,b u sh o i d o: sh i t e j i ts u m u n i m o ky u: ky o ts u t o m e # a n a u N s a: n i f u q k i
0,118,0_118,尾を使った泳ぎ方はウナギやウミヘビなどと共通する。,おをつかったおよぎかたわうなぎやうみへびなどときょーつーする。,o o ts u k a q t a o y o g i k a t a w a u n a g i y a u m i h e b i n a d o t o ky o: ts u: s u r u
0,119,0_119,右舷船首部および船尾中央にランプウェイを装備する。,うげんせんしゅぶおよびせんびちゅーおーにらんぷうぇいをそーびする。,u g e N s e N sh u b u o y o b i s e N b i ch u: o: n i r a N p u w e i o s o: b i s u r u
1,0,1_0,金融コンツェルンもコンツェルンである。,きんゆーこんつぇるんもこんつぇるんである。,k i N y u: k o N ts e r u N m o k o N ts e r u N d e a r u
1,1,1_1,ガッツあふれた守備でファンを魅了した。,がっつあふれたしゅびでふぁんをみりょーした。,g a q ts u a f u r e t a sh u b i d e f a N o m i ry o: sh i t a
1,2,1_2,所持しているアークを全て奪われる。,しょじしているあーくをすべてうばわれる。,sh o j i sh i t e i r u a: k u o s u b e t e u b a w a r e r u
1,3,1_3,失ったシェアを取り戻しつつあった。,うしなったしぇあをとりもどしつつあった。,u sh i n a q t a sh e a o t o r i m o d o sh i ts u ts u a q t a
1,4,1_4,ペダルは左がしゃがみ、右がジャンプ。,ぺだるわひだりがしゃがみ、みぎがじゃんぷ。,p e d a r u w a h i d a r i g a sh a g a m i # m i g i g a j a N p u
1,5,1_5,穏やかな風味のウイスキーが多い。,おだやかなふーみのういすきーがおーい。,o d a y a k a n a f u: m i n o u i s u k i: g a o: i
1,6,1_6,その後双方が交互に二手ずつ打つ。,そのごそーほーがこーごににてずつうつ。,s o n o g o s o: h o: g a k o: g o n i n i t e z u ts u u ts u
1,7,1_7,売れない兄弟デュオがカフェを始める。,うれないきょーだいでゅおがかふぇをはじめる。,u r e n a i ky o: d a i dy u o g a k a f e o h a j i m e r u
1,8,1_8,エイ、カレイ、イセエビを水揚げする。,えい、かれい、いせえびをみずあげする。,e i # k a r e i # i s e e b i o m i z u a g e s u r u
1,9,1_9,家の前を暴力団がうろついた。,いえのまえをぼーりょくだんがうろついた。,i e n o m a e o b o: ry o k u d a N g a u r o ts u i t a
1,10,1_10,のべぼう系アイテムのみ売値がつく。,のべぼうけいあいてむのみうりねがつく。,n o b e b o u k e i a i t e m u n o m i u r i n e g a ts u k u
1,11,1_11,草庵風茶室の源流とされる。,そーあんふーちゃしつのげんりゅーとされる。,s o: a N f u: ch a sh i ts u n o g e N ry u: t o s a r e r u
1,12,1_12,いぶし銀プレーヤー賞を受賞した。,いぶしぎんぷれーやーしょーをじゅしょーした。,i b u sh i g i N p u r e: y a: sh o: o j u sh o: sh i t a
1,13,1_13,バックアップメディア所属のディレクター。,ばっくあっぷめでぃあしょぞくのでぃれくたー。,b a q k u a q p u m e d i a sh o z o k u n o d i r e k u t a:
1,14,1_14,しばしばうわべだけの即興を含む。,しばしばうわべだけのそっきょーをふくむ。,sh i b a sh i b a u w a b e d a k e n o s o q ky o: o f u k u m u
1,15,1_15,熱心なホビーユーザーの支持を得た。,ねっしんなほびーゆーざーのしじをえた。,n e q sh i N n a h o b i: y u: z a: n o sh i j i o e t a
1,16,1_16,レギュラーチームの人数が減ったため。,れぎゅらーちーむのにんずーがへったため。,r e gy u r a: ch i: m u n o n i N z u: g a h e q t a t a m e
1,17,1_17,切り刻まれたあのポシェットを見つけた。,きりきざまれたあのぽしぇっとをみつけた。,k i r i k i z a m a r e t a a n o p o sh e q t o o m i ts u k e t a
1,18,1_18,抜き足差し足でチーズを盗み出す。,ぬきあしさしあしでちーずをぬすみだす。,n u k i a sh i s a sh i a sh i d e ch i: z u o n u s u m i d a s u
1,19,1_19,寝技柔術の競技部門を作る。,ねわざじゅーじゅつのきょーぎぶもんをつくる。,n e w a z a j u: j u ts u n o ky o: g i b u m o N o ts u k u r u
1,20,1_20,ジャポニズムブームの一翼を担った。,じゃぽにずむぶーむのいちよくをになった。,j a p o n i z u m u b u: m u n o i ch i y o k u o n i n a q t a
1,21,1_21,いわゆる古文復興運動である。,いわゆるこぶんふっこーうんどーである。,i w a y u r u k o b u N f u q k o: u N d o: d e a r u
1,22,1_22,末は大関横綱に必ずなる。,すえわおーぜきよこずなにかならずなる。,s u e w a o: z e k i y o k o z u n a n i k a n a r a z u n a r u
1,23,1_23,ジャンルは黄金体験アドベンチャー。,じゃんるわおーごんたいけんあどべんちゃー。,j a N r u w a o: g o N t a i k e N a d o b e N ch a:
1,24,1_24,鉄道グッズを扱う雑誌である。,てつどーぐっずをあつかうざっしである。,t e ts u d o: g u q z u o a ts u k a u z a q sh i d e a r u
1,25,1_25,違うエネルギー状態へ遷移する。,ちがうえねるぎーじょーたいえせんいする。,ch i g a u e n e r u g i: j o: t a i e s e N i s u r u
1,26,1_26,プライベートジェットをチャーターし帰京。,ぷらいべーとじぇっとをちゃーたーしききょー。,p u r a i b e: t o j e q t o o ch a: t a: sh i k i ky o:
1,27,1_27,再びオッズメーカーの椅子に就いた。,ふたたびおっずめーかーのいすについた。,f u t a t a b i o q z u m e: k a: n o i s u n i ts u i t a
1,28,1_28,瑞穂残務処理事務所は撤去された。,みずほざんむしょりじむしょわてっきょされた。,m i z u h o z a N m u sh o r i j i m u sh o w a t e q ky o s a r e t a
1,29,1_29,来客があれば時を選ばずウィスキー。,らいきゃくがあればときをえらばずうぃすきー。,r a i ky a k u g a a r e b a t o k i o e r a b a z u w i s u k i:
1,30,1_30,不穏な気分を一層増長させる。,ふおんなきぶんをいっそーぞーちょーさせる。,f u o N n a k i b u N o i q s o: z o: ch o: s a s e r u
1,31,1_31,産卵直後の卵嚢は薄青色。,さんらんちょくごのらんのーわうすあおいろ。,s a N r a N ch o k u g o n o r a N n o: w a u s u a o i r o
1,32,1_32,南北で別々のウォンを発行した。,なんぼくでべつべつのうぉんをはっこーした。,n a N b o k u d e b e ts u b e ts u n o w o N o h a q k o: sh i t a
1,33,1_33,どういうわけか人より寿命が短い。,どーゆうわけかひとよりじゅみょーがみじかい。,d o: y u u w a k e k a h i t o y o r i j u my o: g a m i j i k a i
