filename_all,id,duration
5536745420943636139/00090,5536745420943636139,3.2
5536745420943636139/00091,5536745420943636139,1.44
5536745420943636139/00093,5536745420943636139,3.8
5536745420943636139/00095,5536745420943636139,4.04
5536745420943636139/00098,5536745420943636139,2.36
5536745420943636139/00100,5536745420943636139,1.44
5536745420943636139/00102,5536745420943636139,5.24
5536745420943636139/00103,5536745420943636139,1.52
5536745420943636139/00104,5536745420943636139,1.0
5536745420943636139/00105,5536745420943636139,3.32
5536745420943636139/00106,5536745420943636139,1.52
5536745420943636139/00107,5536745420943636139,2.16
5536745420943636139/00108,5536745420943636139,2.88
5536745420943636139/00109,5536745420943636139,4.0
5536745420943636139/00110,5536745420943636139,2.36
5536745420943636139/00111,5536745420943636139,2.52
5536745420943636139/00113,5536745420943636139,4.36
5536745420943636139/00117,5536745420943636139,1.24
5536745420943636139/00118,5536745420943636139,3.64
5536745420943636139/00119,5536745420943636139,1.68
5536745420943636139/00122,5536745420943636139,1.84
5536745420943636139/00123,5536745420943636139,5.32
5536745420943636139/00126,5536745420943636139,2.88
5536745420943636139/00127,5536745420943636139,3.68
5536745420943636139/00129,5536745420943636139,2.16
5536745420943636139/00131,5536745420943636139,3.72
5536745420943636139/00136,5536745420943636139,1.36
5536745420943636139/00139,5536745420943636139,1.32
5536745420943636139/00141,5536745420943636139,1.04
5536745420943636139/00145,5536745420943636139,3.8
5536745420943636139/00146,5536745420943636139,1.52
5536745420943636139/00147,5536745420943636139,1.92
5536745420943636139/00148,5536745420943636139,4.12
5536745420943636139/00149,5536745420943636139,2.52
5536745420943636139/00151,5536745420943636139,2.44
5536745420943636139/00152,5536745420943636139,1.68
5536745420943636139/00153,5536745420943636139,3.44
5536745420943636139/00156,5536745420943636139,1.08
5536745420943636139/00158,5536745420943636139,4.24
5536745420943636139/00159,5536745420943636139,0.92
5536745420943636139/00160,5536745420943636139,1.12
5536745420943636139/00163,5536745420943636139,3.0
5536745420943636139/00165,5536745420943636139,1.76
5536745420943636139/00166,5536745420943636139,4.16
5536745420943636139/00167,5536745420943636139,6.12
5536745420943636139/00170,5536745420943636139,4.12
5541940613384882281/00003,5541940613384882281,3.84
5541940613384882281/00005,5541940613384882281,3.44
5541940613384882281/00006,5541940613384882281,2.32
5541940613384882281/00007,5541940613384882281,2.16
5541940613384882281/00008,5541940613384882281,2.24
5541940613384882281/00009,5541940613384882281,1.44
5541940613384882281/00014,5541940613384882281,1.04
5541940613384882281/00016,5541940613384882281,3.28
5541940613384882281/00018,5541940613384882281,1.16
5541940613384882281/00019,5541940613384882281,1.4
5541940613384882281/00021,5541940613384882281,2.2
5541940613384882281/00022,5541940613384882281,2.72
5541940613384882281/00023,5541940613384882281,2.44
5541940613384882281/00026,5541940613384882281,2.28
5541940613384882281/00029,5541940613384882281,4.52
5541940613384882281/00031,5541940613384882281,0.8
5541940613384882281/00032,5541940613384882281,1.48
5541940613384882281/00033,5541940613384882281,1.44
5541940613384882281/00038,5541940613384882281,1.92
5541940613384882281/00042,5541940613384882281,1.88
5541940613384882281/00043,5541940613384882281,5.8
5541940613384882281/00047,5541940613384882281,4.24
5541940613384882281/00050,5541940613384882281,1.16
5541940613384882281/00054,5541940613384882281,4.96
5541940613384882281/00057,5541940613384882281,2.48
5541940613384882281/00058,5541940613384882281,3.68
5541940613384882281/00071,5541940613384882281,3.0
5541940613384882281/00072,5541940613384882281,1.36
5541940613384882281/00073,5541940613384882281,2.28
5541940613384882281/00078,5541940613384882281,1.12
5541940613384882281/00080,5541940613384882281,1.28
5541940613384882281/00081,5541940613384882281,1.12
5541940613384882281/00082,5541940613384882281,1.44
5541940613384882281/00084,5541940613384882281,2.72
5541940613384882281/00088,5541940613384882281,1.88
5541940613384882281/00091,5541940613384882281,1.6
5541940613384882281/00092,5541940613384882281,1.8
5541940613384882281/00096,5541940613384882281,2.16
5541940613384882281/00098,5541940613384882281,1.4
5541940613384882281/00100,5541940613384882281,1.96
5541940613384882281/00101,5541940613384882281,2.68
5541940613384882281/00102,5541940613384882281,2.68
5541940613384882281/00104,5541940613384882281,3.04
5541940613384882281/00109,5541940613384882281,2.12
5541940613384882281/00110,5541940613384882281,2.04
5541940613384882281/00111,5541940613384882281,1.32
5541940613384882281/00113,5541940613384882281,2.12
5541940613384882281/00115,5541940613384882281,4.72
5541940613384882281/00116,5541940613384882281,5.48
5541940613384882281/00117,5541940613384882281,1.44
5541940613384882281/00118,5541940613384882281,2.76
5541940613384882281/00119,5541940613384882281,2.52
5541940613384882281/00123,5541940613384882281,2.92
5541940613384882281/00124,5541940613384882281,2.6
5541940613384882281/00125,5541940613384882281,3.56
5541940613384882281/00126,5541940613384882281,2.64
5541940613384882281/00131,5541940613384882281,5.04
5541940613384882281/00132,5541940613384882281,1.24
5541940613384882281/00134,5541940613384882281,2.64
5541940613384882281/00135,5541940613384882281,3.08
5544538209605506454/00002,5544538209605506454,1.36
5544538209605506454/00003,5544538209605506454,2.76
5544538209605506454/00004,5544538209605506454,1.52
5544538209605506454/00006,5544538209605506454,3.8
5544538209605506454/00009,5544538209605506454,0.92
5544538209605506454/00011,5544538209605506454,2.64
5544538209605506454/00012,5544538209605506454,3.28
5544538209605506454/00013,5544538209605506454,1.36
5544538209605506454/00016,5544538209605506454,1.32
5544538209605506454/00017,5544538209605506454,2.36
5544538209605506454/00018,5544538209605506454,2.44
5544538209605506454/00019,5544538209605506454,1.48
5544538209605506454/00020,5544538209605506454,1.28
5544538209605506454/00024,5544538209605506454,1.64
5544538209605506454/00027,5544538209605506454,1.04
5544538209605506454/00031,5544538209605506454,1.36
5544538209605506454/00032,5544538209605506454,2.08
5544538209605506454/00034,5544538209605506454,1.96
5544538209605506454/00035,5544538209605506454,2.8
5544538209605506454/00038,5544538209605506454,1.96
5544538209605506454/00040,5544538209605506454,2.0
5544538209605506454/00041,5544538209605506454,1.12
5544538209605506454/00043,5544538209605506454,2.4
5544538209605506454/00044,5544538209605506454,1.48
5544538209605506454/00045,5544538209605506454,1.12
5544538209605506454/00047,5544538209605506454,2.6
5544538209605506454/00048,5544538209605506454,2.88
5544538209605506454/00050,5544538209605506454,1.44
5544538209605506454/00052,5544538209605506454,1.52
5544538209605506454/00053,5544538209605506454,2.16
5544538209605506454/00058,5544538209605506454,5.96
5544538209605506454/00062,5544538209605506454,1.68
5544538209605506454/00063,5544538209605506454,1.68
5544538209605506454/00064,5544538209605506454,1.16
5544538209605506454/00066,5544538209605506454,1.52
5544538209605506454/00068,5544538209605506454,2.72
5544538209605506454/00070,5544538209605506454,1.76
5544538209605506454/00071,5544538209605506454,1.2
5544538209605506454/00072,5544538209605506454,1.68
5544538209605506454/00074,5544538209605506454,0.96
5544538209605506454/00076,5544538209605506454,1.32
5544538209605506454/00078,5544538209605506454,1.32
5544538209605506454/00079,5544538209605506454,2.28
5544538209605506454/00080,5544538209605506454,1.0
5544538209605506454/00081,5544538209605506454,1.2
5544538209605506454/00082,5544538209605506454,1.64
5544538209605506454/00083,5544538209605506454,1.76
5544538209605506454/00084,5544538209605506454,1.08
5544538209605506454/00085,5544538209605506454,1.48
5544538209605506454/00086,5544538209605506454,2.88
5544538209605506454/00088,5544538209605506454,0.76
5544538209605506454/00089,5544538209605506454,1.8
5544538209605506454/00090,5544538209605506454,2.4
5544538209605506454/00091,5544538209605506454,2.04
5544538209605506454/00093,5544538209605506454,1.12
5547135805826127437/00002,5547135805826127437,2.96
5547135805826127437/00004,5547135805826127437,1.88
5547135805826127437/00005,5547135805826127437,2.16
5547135805826127437/00006,5547135805826127437,1.24
5547135805826127437/00008,5547135805826127437,1.44
5547135805826127437/00011,5547135805826127437,1.28
5547135805826127437/00013,5547135805826127437,2.4
5547135805826127437/00014,5547135805826127437,1.32
5547135805826127437/00017,5547135805826127437,1.24
5547135805826127437/00018,5547135805826127437,1.48
5547135805826127437/00019,5547135805826127437,2.28
5547135805826127437/00020,5547135805826127437,1.76
5547135805826127437/00021,5547135805826127437,1.2
5547135805826127437/00022,5547135805826127437,1.4
5547135805826127437/00023,5547135805826127437,1.68
5547135805826127437/00024,5547135805826127437,1.16
5547135805826127437/00030,5547135805826127437,1.32
5547135805826127437/00032,5547135805826127437,1.64
5547135805826127437/00033,5547135805826127437,1.2
5547135805826127437/00034,5547135805826127437,1.2
5547135805826127437/00035,5547135805826127437,1.28
5547135805826127437/00036,5547135805826127437,1.56
5547135805826127437/00039,5547135805826127437,1.08
5547135805826127437/00041,5547135805826127437,1.24
5547135805826127437/00043,5547135805826127437,1.2
5547135805826127437/00044,5547135805826127437,1.68
5547135805826127437/00046,5547135805826127437,4.68
5547135805826127437/00047,5547135805826127437,2.92
5547135805826127437/00050,5547135805826127437,1.88
5547135805826127437/00051,5547135805826127437,2.92
5547135805826127437/00052,5547135805826127437,3.92
5547135805826127437/00053,5547135805826127437,2.04
5547135805826127437/00054,5547135805826127437,2.6
5547135805826127437/00057,5547135805826127437,3.12
5547135805826127437/00060,5547135805826127437,1.4
5547135805826127437/00062,5547135805826127437,1.32
5547135805826127437/00074,5547135805826127437,1.24
5547135805826127437/00075,5547135805826127437,1.68
5547135805826127437/00077,5547135805826127437,2.04
5547135805826127437/00078,5547135805826127437,1.16
5547135805826127437/00079,5547135805826127437,1.96
5547135805826127437/00081,5547135805826127437,2.16
5547135805826127437/00083,5547135805826127437,2.12
5547135805826127437/00086,5547135805826127437,3.08
5547135805826127437/00087,5547135805826127437,0.8
5547135805826127437/00088,5547135805826127437,2.6
5547135805826127437/00089,5547135805826127437,2.4
5547135805826127437/00091,5547135805826127437,2.52
5547135805826127437/00092,5547135805826127437,1.72
5547135805826127437/00093,5547135805826127437,1.04
5547135805826127437/00095,5547135805826127437,4.0
5547135805826127437/00096,5547135805826127437,1.04
5547135805826127437/00098,5547135805826127437,1.08
5547135805826127437/00099,5547135805826127437,1.0
5547135805826127437/00100,5547135805826127437,0.88
5547135805826127437/00101,5547135805826127437,2.2
5547135805826127437/00103,5547135805826127437,2.72
5547135805826127437/00104,5547135805826127437,5.92
5547135805826127437/00108,5547135805826127437,1.68
5551822044642795487/00002,5551822044642795487,1.88
5551822044642795487/00003,5551822044642795487,2.12
5551822044642795487/00004,5551822044642795487,6.08
5551822044642795487/00005,5551822044642795487,4.12
5551822044642795487/00006,5551822044642795487,1.68
5551822044642795487/00007,5551822044642795487,2.96
5551822044642795487/00008,5551822044642795487,6.0
5551822044642795487/00009,5551822044642795487,1.92
5551822044642795487/00010,5551822044642795487,2.44
5551822044642795487/00011,5551822044642795487,4.36
5551822044642795487/00012,5551822044642795487,3.0
5551822044642795487/00013,5551822044642795487,1.64
5551822044642795487/00014,5551822044642795487,4.16
5551822044642795487/00016,5551822044642795487,2.04
5551822044642795487/00017,5551822044642795487,2.8
5551822044642795487/00018,5551822044642795487,1.6
5551822044642795487/00019,5551822044642795487,1.12
5551822044642795487/00020,5551822044642795487,1.24
5551822044642795487/00021,5551822044642795487,3.68
5551822044642795487/00022,5551822044642795487,1.88
5551822044642795487/00023,5551822044642795487,1.52
5551822044642795487/00025,5551822044642795487,2.08
5551822044642795487/00026,5551822044642795487,3.0
5551822044642795487/00027,5551822044642795487,2.2
5551822044642795487/00028,5551822044642795487,1.12
5551822044642795487/00029,5551822044642795487,1.92
5551822044642795487/00031,5551822044642795487,2.68
5551822044642795487/00032,5551822044642795487,2.12
5551822044642795487/00033,5551822044642795487,2.64
5551822044642795487/00034,5551822044642795487,3.68
5551822044642795487/00036,5551822044642795487,2.84
5551822044642795487/00037,5551822044642795487,6.08
5551822044642795487/00038,5551822044642795487,4.08
5551822044642795487/00039,5551822044642795487,1.16
5551822044642795487/00040,5551822044642795487,4.4
5551822044642795487/00041,5551822044642795487,3.04
5551822044642795487/00042,5551822044642795487,1.6
5551822044642795487/00043,5551822044642795487,1.56
5551822044642795487/00044,5551822044642795487,3.4
5551822044642795487/00045,5551822044642795487,1.4
5551822044642795487/00046,5551822044642795487,0.88
5551822044642795487/00047,5551822044642795487,4.0
5551822044642795487/00048,5551822044642795487,1.96
5551822044642795487/00049,5551822044642795487,3.72
5551822044642795487/00050,5551822044642795487,2.76
5551822044642795487/00051,5551822044642795487,2.6
5551822044642795487/00052,5551822044642795487,1.88
5551822044642795487/00053,5551822044642795487,2.2
5551822044642795487/00054,5551822044642795487,3.04
5551822044642795487/00055,5551822044642795487,1.0
5554087210394707977/00001,5554087210394707977,2.68
5554087210394707977/00003,5554087210394707977,2.68
5554087210394707977/00004,5554087210394707977,1.8
5554087210394707977/00005,5554087210394707977,2.84
5554087210394707977/00006,5554087210394707977,2.56
5554087210394707977/00007,5554087210394707977,2.88
5554087210394707977/00008,5554087210394707977,3.2
5554087210394707977/00009,5554087210394707977,1.52
5554087210394707977/00010,5554087210394707977,1.56
5554087210394707977/00011,5554087210394707977,3.08
5554087210394707977/00013,5554087210394707977,3.0
5554087210394707977/00014,5554087210394707977,1.6
5554087210394707977/00015,5554087210394707977,2.48
5554087210394707977/00016,5554087210394707977,1.84
5554087210394707977/00017,5554087210394707977,1.24
5554087210394707977/00018,5554087210394707977,5.24
5554087210394707977/00019,5554087210394707977,2.64
5554087210394707977/00020,5554087210394707977,2.24
5554087210394707977/00021,5554087210394707977,3.12
5554087210394707977/00022,5554087210394707977,5.36
5554087210394707977/00023,5554087210394707977,1.16
5554087210394707977/00024,5554087210394707977,1.76
5554087210394707977/00025,5554087210394707977,3.16
5554087210394707977/00026,5554087210394707977,1.96
5554087210394707977/00027,5554087210394707977,1.12
5554087210394707977/00028,5554087210394707977,2.52
5554087210394707977/00029,5554087210394707977,2.28
5554087210394707977/00030,5554087210394707977,4.04
5554087210394707977/00031,5554087210394707977,3.48
5554087210394707977/00032,5554087210394707977,3.0
5554087210394707977/00033,5554087210394707977,1.8
5554087210394707977/00034,5554087210394707977,0.96
5554087210394707977/00035,5554087210394707977,5.72
5554087210394707977/00036,5554087210394707977,2.76
5554087210394707977/00037,5554087210394707977,2.2
5554087210394707977/00038,5554087210394707977,2.4
5554087210394707977/00039,5554087210394707977,2.12
5554087210394707977/00040,5554087210394707977,1.88
5560385350437540507/00001,5560385350437540507,1.84
5560385350437540507/00002,5560385350437540507,0.96
5560385350437540507/00004,5560385350437540507,0.96
5560385350437540507/00005,5560385350437540507,1.68
5560385350437540507/00006,5560385350437540507,1.68
5560385350437540507/00008,5560385350437540507,1.08
5560385350437540507/00009,5560385350437540507,1.8
5560385350437540507/00010,5560385350437540507,2.4
5560385350437540507/00011,5560385350437540507,1.32
5560385350437540507/00012,5560385350437540507,1.4
5560385350437540507/00013,5560385350437540507,2.6
5560385350437540507/00014,5560385350437540507,2.24
5560385350437540507/00015,5560385350437540507,1.2
5560385350437540507/00016,5560385350437540507,2.8
5560385350437540507/00018,5560385350437540507,1.72
5560385350437540507/00019,5560385350437540507,1.24
5560385350437540507/00020,5560385350437540507,1.88
5560385350437540507/00021,5560385350437540507,2.64
5560385350437540507/00022,5560385350437540507,2.2
5560385350437540507/00023,5560385350437540507,1.88
5560385350437540507/00026,5560385350437540507,2.52
5560385350437540507/00027,5560385350437540507,1.12
5560385350437540507/00028,5560385350437540507,1.6
5560385350437540507/00029,5560385350437540507,1.24
5560385350437540507/00030,5560385350437540507,1.28
5560385350437540507/00032,5560385350437540507,2.64
5560385350437540507/00035,5560385350437540507,2.2
5560385350437540507/00036,5560385350437540507,1.52
5560385350437540507/00038,5560385350437540507,5.6
5560385350437540507/00039,5560385350437540507,5.48
5560385350437540507/00040,5560385350437540507,4.36
5560385350437540507/00041,5560385350437540507,3.4
5560385350437540507/00045,5560385350437540507,0.76
5560385350437540507/00047,5560385350437540507,0.64
5560385350437540507/00048,5560385350437540507,2.0
5560385350437540507/00049,5560385350437540507,1.24
5560385350437540507/00051,5560385350437540507,2.44
5560385350437540507/00053,5560385350437540507,1.68
5560385350437540507/00055,5560385350437540507,1.6
5560385350437540507/00056,5560385350437540507,2.04
5560385350437540507/00058,5560385350437540507,2.48
5560385350437540507/00059,5560385350437540507,1.72
5560385350437540507/00061,5560385350437540507,2.04
5560385350437540507/00062,5560385350437540507,1.52
5560385350437540507/00063,5560385350437540507,1.36
5560385350437540507/00064,5560385350437540507,1.36
5560385350437540507/00065,5560385350437540507,1.04
5560385350437540507/00067,5560385350437540507,2.36
5560385350437540507/00068,5560385350437540507,1.4
5560385350437540507/00069,5560385350437540507,1.96
5560385350437540507/00071,5560385350437540507,1.12
5560385350437540507/00073,5560385350437540507,1.48
5560385350437540507/00075,5560385350437540507,2.04
5560385350437540507/00077,5560385350437540507,2.28
5560385350437540507/00078,5560385350437540507,3.16
5560385350437540507/00079,5560385350437540507,1.64
5560385350437540507/00080,5560385350437540507,1.68
5560385350437540507/00081,5560385350437540507,1.36
5560385350437540507/00082,5560385350437540507,1.28
5560385350437540507/00085,5560385350437540507,0.96
5560385350437540507/00088,5560385350437540507,1.88
5560385350437540507/00089,5560385350437540507,1.52
5560385350437540507/00091,5560385350437540507,1.44
5560385350437540507/00092,5560385350437540507,1.6
5560385350437540507/00093,5560385350437540507,2.92
5560385350437540507/00095,5560385350437540507,1.68
5560385350437540507/00096,5560385350437540507,4.12
5560385350437540507/00097,5560385350437540507,3.6
5560385350437540507/00098,5560385350437540507,1.48
5560385350437540507/00102,5560385350437540507,1.76
5560385350437540507/00103,5560385350437540507,3.4
5560385350437540507/00104,5560385350437540507,1.8
5560385350437540507/00107,5560385350437540507,1.88
5560385350437540507/00109,5560385350437540507,5.28
5560385350437540507/00110,5560385350437540507,3.36
5560385350437540507/00111,5560385350437540507,2.0
5560385350437540507/00112,5560385350437540507,1.16
5560385350437540507/00114,5560385350437540507,0.96
5560385350437540507/00115,5560385350437540507,1.28
5560385350437540507/00116,5560385350437540507,3.12
5560385350437540507/00117,5560385350437540507,1.52
5560385350437540507/00118,5560385350437540507,1.56
5560385350437540507/00119,5560385350437540507,2.2
5560385350437540507/00120,5560385350437540507,1.48
5560385350437540507/00121,5560385350437540507,1.4
5560385350437540507/00123,5560385350437540507,5.56
5560385350437540507/00124,5560385350437540507,3.4
5565458136310850003/00001,5565458136310850003,4.8
5565458136310850003/00004,5565458136310850003,1.08
5565458136310850003/00005,5565458136310850003,0.96
5565458136310850003/00007,5565458136310850003,1.48
5565458136310850003/00008,5565458136310850003,2.24
5565458136310850003/00009,5565458136310850003,1.96
5565458136310850003/00010,5565458136310850003,2.64
5565458136310850003/00011,5565458136310850003,2.68
5565458136310850003/00012,5565458136310850003,6.12
5565458136310850003/00014,5565458136310850003,3.12
5565458136310850003/00015,5565458136310850003,2.52
5565458136310850003/00017,5565458136310850003,0.72
5565458136310850003/00018,5565458136310850003,1.36
5565458136310850003/00019,5565458136310850003,3.0
5565458136310850003/00027,5565458136310850003,4.28
5565458136310850003/00028,5565458136310850003,1.32
5565458136310850003/00033,5565458136310850003,0.92
5565458136310850003/00034,5565458136310850003,1.52
5565458136310850003/00036,5565458136310850003,1.52
5565458136310850003/00039,5565458136310850003,2.96
5565458136310850003/00040,5565458136310850003,5.88
5565458136310850003/00041,5565458136310850003,2.8
5565458136310850003/00042,5565458136310850003,2.04
5565458136310850003/00043,5565458136310850003,4.12
5565458136310850003/00048,5565458136310850003,1.72
5565458136310850003/00049,5565458136310850003,4.0
5565458136310850003/00050,5565458136310850003,1.44
5565458136310850003/00051,5565458136310850003,1.68
5565458136310850003/00053,5565458136310850003,3.56
5565458136310850003/00055,5565458136310850003,2.52
5565458136310850003/00056,5565458136310850003,1.64
5565458136310850003/00057,5565458136310850003,3.04
5565458136310850003/00058,5565458136310850003,2.96
5565458136310850003/00060,5565458136310850003,3.44
5565458136310850003/00061,5565458136310850003,1.48
5565458136310850003/00065,5565458136310850003,4.44
5568055732531473539/00001,5568055732531473539,1.96
5568055732531473539/00002,5568055732531473539,1.72
5568055732531473539/00003,5568055732531473539,1.72
5568055732531473539/00004,5568055732531473539,3.56
5568055732531473539/00005,5568055732531473539,3.72
5568055732531473539/00007,5568055732531473539,3.96
5568055732531473539/00008,5568055732531473539,1.88
5568055732531473539/00009,5568055732531473539,1.2
5568055732531473539/00011,5568055732531473539,1.04
5568055732531473539/00013,5568055732531473539,3.32
5568055732531473539/00015,5568055732531473539,2.28
5568055732531473539/00016,5568055732531473539,1.92
5568055732531473539/00018,5568055732531473539,4.32
5568055732531473539/00019,5568055732531473539,2.76
5568055732531473539/00020,5568055732531473539,0.92
5568055732531473539/00021,5568055732531473539,4.72
5568055732531473539/00022,5568055732531473539,2.08
5568055732531473539/00023,5568055732531473539,1.64
5568055732531473539/00024,5568055732531473539,1.76
5568055732531473539/00025,5568055732531473539,2.68
5568055732531473539/00026,5568055732531473539,3.88
5568055732531473539/00027,5568055732531473539,1.12
5568055732531473539/00028,5568055732531473539,2.32
5568055732531473539/00029,5568055732531473539,2.4
5568055732531473539/00030,5568055732531473539,1.0
5568055732531473539/00032,5568055732531473539,4.12
5568055732531473539/00034,5568055732531473539,3.96
5568055732531473539/00035,5568055732531473539,2.24
5568055732531473539/00036,5568055732531473539,1.76
5568055732531473539/00037,5568055732531473539,3.28
5568055732531473539/00038,5568055732531473539,2.96
5568055732531473539/00040,5568055732531473539,1.6
5568055732531473539/00041,5568055732531473539,3.56
5568055732531473539/00042,5568055732531473539,2.68
5568055732531473539/00043,5568055732531473539,1.52
5568055732531473539/00044,5568055732531473539,1.52
5568055732531473539/00047,5568055732531473539,1.28
5568055732531473539/00048,5568055732531473539,1.88
5568055732531473539/00050,5568055732531473539,2.8
5573250924972719885/00001,5573250924972719885,3.28
5573250924972719885/00002,5573250924972719885,1.16
5573250924972719885/00003,5573250924972719885,1.96
5573250924972719885/00006,5573250924972719885,3.68
5573250924972719885/00007,5573250924972719885,5.48
5573250924972719885/00008,5573250924972719885,1.56
5573250924972719885/00009,5573250924972719885,1.44
5573250924972719885/00010,5573250924972719885,1.52
5573250924972719885/00011,5573250924972719885,5.12
5573250924972719885/00012,5573250924972719885,5.88
5573250924972719885/00013,5573250924972719885,4.44
5573250924972719885/00016,5573250924972719885,1.56
5573250924972719885/00017,5573250924972719885,0.92
5573250924972719885/00018,5573250924972719885,1.08
5573250924972719885/00020,5573250924972719885,1.08
5573250924972719885/00023,5573250924972719885,4.92
5573250924972719885/00024,5573250924972719885,3.28
5573250924972719885/00025,5573250924972719885,2.84
5573250924972719885/00026,5573250924972719885,4.36
5573250924972719885/00027,5573250924972719885,3.64
5573250924972719885/00029,5573250924972719885,1.64
5573250924972719885/00030,5573250924972719885,1.96
5573250924972719885/00031,5573250924972719885,1.88
5573250924972719885/00032,5573250924972719885,4.48
5573250924972719885/00033,5573250924972719885,5.6
5573250924972719885/00035,5573250924972719885,1.56
5573250924972719885/00036,5573250924972719885,4.56
5573250924972719885/00037,5573250924972719885,1.04
5573250924972719885/00038,5573250924972719885,3.68
5573250924972719885/00039,5573250924972719885,2.88
5573250924972719885/00042,5573250924972719885,2.72
5573250924972719885/00043,5573250924972719885,4.24
5573250924972719885/00044,5573250924972719885,2.0
5573250924972719885/00045,5573250924972719885,1.72
5573250924972719885/00046,5573250924972719885,1.76
5573250924972719885/00047,5573250924972719885,1.92
5573250924972719885/00048,5573250924972719885,1.64
5573250924972719885/00049,5573250924972719885,2.56
5573250924972719885/00051,5573250924972719885,1.16
5573250924972719885/00052,5573250924972719885,1.32
5574048500399587364/00001,5574048500399587364,1.68
5574048500399587364/00003,5574048500399587364,1.2
5574048500399587364/00004,5574048500399587364,1.44
5574048500399587364/00006,5574048500399587364,1.96
5574048500399587364/00007,5574048500399587364,0.96
5574048500399587364/00008,5574048500399587364,4.2
5574048500399587364/00010,5574048500399587364,0.92
5574048500399587364/00011,5574048500399587364,1.36
5574048500399587364/00012,5574048500399587364,1.0
5574048500399587364/00013,5574048500399587364,2.0
5574048500399587364/00014,5574048500399587364,0.8
5574048500399587364/00015,5574048500399587364,0.92
5574048500399587364/00016,5574048500399587364,2.28
5574048500399587364/00020,5574048500399587364,2.52
5574048500399587364/00021,5574048500399587364,4.6
5574048500399587364/00022,5574048500399587364,2.6
5574048500399587364/00023,5574048500399587364,2.52
5574048500399587364/00026,5574048500399587364,3.24
5574048500399587364/00029,5574048500399587364,4.32
5574048500399587364/00030,5574048500399587364,3.96
