filename_all,id,duration
5555098675192919442/00026,5555098675192919442,7.96
5555098675192919442/00027,5555098675192919442,3.56
5555098675192919442/00031,5555098675192919442,3.48
5555098675192919442/00032,5555098675192919442,5.16
5555098675192919442/00033,5555098675192919442,7.32
5555098675192919442/00034,5555098675192919442,3.04
5555098675192919442/00035,5555098675192919442,6.4
5555098675192919442/00036,5555098675192919442,6.96
5555098675192919442/00037,5555098675192919442,2.32
5555098675192919442/00039,5555098675192919442,9.52
5555098675192919442/00040,5555098675192919442,5.76
5555098675192919442/00041,5555098675192919442,3.76
5555098675192919442/00047,5555098675192919442,4.28
5555098675192919442/00048,5555098675192919442,3.56
5555098675192919442/00049,5555098675192919442,3.0
5555098675192919442/00050,5555098675192919442,4.12
5555098675192919442/00051,5555098675192919442,9.12
5555098675192919442/00052,5555098675192919442,3.12
5555098675192919442/00053,5555098675192919442,5.12
5555098675192919442/00055,5555098675192919442,5.56
5555098675192919442/00057,5555098675192919442,4.72
5555098675192919442/00058,5555098675192919442,5.92
5555098675192919442/00060,5555098675192919442,2.52
5555098675192919442/00061,5555098675192919442,4.72
5555098675192919442/00062,5555098675192919442,7.32
5555098675192919442/00063,5555098675192919442,5.6
5555098675192919442/00064,5555098675192919442,4.28
5555098675192919442/00065,5555098675192919442,7.48
5555098675192919442/00066,5555098675192919442,6.76
5555098675192919442/00067,5555098675192919442,5.16
5555098675192919442/00068,5555098675192919442,10.32
5555098675192919442/00070,5555098675192919442,11.44
5555098675192919442/00071,5555098675192919442,3.32
5555098675192919442/00072,5555098675192919442,11.52
5555098675192919442/00074,5555098675192919442,3.88
5555098675192919442/00075,5555098675192919442,4.68
5555098675192919442/00080,5555098675192919442,6.56
5555098675192919442/00081,5555098675192919442,7.12
5555098675192919442/00082,5555098675192919442,5.72
5555098675192919442/00084,5555098675192919442,7.24
5560278405751870137/00002,5560278405751870137,7.04
5560278405751870137/00003,5560278405751870137,5.76
5560278405751870137/00005,5560278405751870137,4.12
5560278405751870137/00007,5560278405751870137,5.92
5560278405751870137/00008,5560278405751870137,5.64
5560278405751870137/00010,5560278405751870137,5.28
5560278405751870137/00012,5560278405751870137,4.48
5560278405751870137/00013,5560278405751870137,7.0
5560278405751870137/00014,5560278405751870137,4.28
5560278405751870137/00015,5560278405751870137,4.0
5560278405751870137/00016,5560278405751870137,5.6
5560278405751870137/00017,5560278405751870137,8.72
5560278405751870137/00020,5560278405751870137,7.92
5560278405751870137/00021,5560278405751870137,5.24
5560278405751870137/00022,5560278405751870137,4.12
5560278405751870137/00023,5560278405751870137,5.0
5560278405751870137/00024,5560278405751870137,6.4
5560278405751870137/00028,5560278405751870137,6.24
5560278405751870137/00030,5560278405751870137,5.68
5560278405751870137/00032,5560278405751870137,3.4
5560278405751870137/00033,5560278405751870137,14.56
5560278405751870137/00034,5560278405751870137,17.36
5560278405751870137/00035,5560278405751870137,11.2
5560278405751870137/00036,5560278405751870137,8.04
5560278405751870137/00037,5560278405751870137,5.88
5560278405751870137/00038,5560278405751870137,3.04
5560278405751870137/00040,5560278405751870137,8.44
5560278405751870137/00043,5560278405751870137,3.44
5560278405751870137/00044,5560278405751870137,4.28
5560278405751870137/00045,5560278405751870137,3.88
5560278405751870137/00046,5560278405751870137,4.16
5560278405751870137/00047,5560278405751870137,6.44
5560278405751870137/00048,5560278405751870137,4.28
5560278405751870137/00049,5560278405751870137,4.76
5560278405751870137/00052,5560278405751870137,5.76
5560278405751870137/00053,5560278405751870137,4.52
5560278405751870137/00054,5560278405751870137,4.16
5560278405751870137/00055,5560278405751870137,2.44
5560278405751870137/00056,5560278405751870137,4.36
5560278405751870137/00058,5560278405751870137,5.88
5560278405751870137/00059,5560278405751870137,4.24
5560278405751870137/00060,5560278405751870137,6.92
5560278405751870137/00061,5560278405751870137,5.04
5560278405751870137/00062,5560278405751870137,3.48
5560278405751870137/00063,5560278405751870137,12.76
5560278405751870137/00065,5560278405751870137,3.32
5560278405751870137/00066,5560278405751870137,5.16
5560278405751870137/00067,5560278405751870137,5.52
5560278405751870137/00068,5560278405751870137,4.28
5560278405751870137/00072,5560278405751870137,4.16
5560278405751870137/00073,5560278405751870137,6.44
5560278405751870137/00074,5560278405751870137,4.56
5560278405751870137/00076,5560278405751870137,3.32
5560278405751870137/00077,5560278405751870137,7.8
5560278405751870137/00078,5560278405751870137,4.68
5560278405751870137/00079,5560278405751870137,4.2
5560278405751870137/00080,5560278405751870137,4.8
5560278405751870137/00081,5560278405751870137,8.28
5560278405751870137/00082,5560278405751870137,2.72
5560278405751870137/00084,5560278405751870137,3.16
5560278405751870137/00085,5560278405751870137,3.68
5560278405751870137/00086,5560278405751870137,5.92
5560278405751870137/00087,5560278405751870137,6.04
5560278405751870137/00090,5560278405751870137,12.4
5560278405751870137/00091,5560278405751870137,5.92
5560278405751870137/00092,5560278405751870137,5.2
5560278405751870137/00094,5560278405751870137,3.6
5560278405751870137/00095,5560278405751870137,2.76
5560278405751870137/00096,5560278405751870137,9.56
5560278405751870137/00097,5560278405751870137,12.56
5560278405751870137/00098,5560278405751870137,4.0
5560278405751870137/00100,5560278405751870137,4.04
5560278405751870137/00101,5560278405751870137,6.04
5560278405751870137/00102,5560278405751870137,3.48
5560278405751870137/00103,5560278405751870137,9.76
5560278405751870137/00104,5560278405751870137,4.52
5560278405751870137/00106,5560278405751870137,10.4
5560278405751870137/00107,5560278405751870137,2.56
5560278405751870137/00108,5560278405751870137,2.8
5560278405751870137/00109,5560278405751870137,4.28
5560278405751870137/00110,5560278405751870137,15.2
5560278405751870137/00112,5560278405751870137,4.68
5560278405751870137/00113,5560278405751870137,2.36
5560278405751870137/00114,5560278405751870137,9.28
5560278405751870137/00116,5560278405751870137,5.52
5560385350437540507/00001,5560385350437540507,3.28
5560385350437540507/00003,5560385350437540507,13.84
5560385350437540507/00004,5560385350437540507,7.6
5560385350437540507/00005,5560385350437540507,7.04
5560385350437540507/00006,5560385350437540507,8.92
5560385350437540507/00009,5560385350437540507,7.12
5560385350437540507/00010,5560385350437540507,12.72
5560385350437540507/00012,5560385350437540507,8.04
5560385350437540507/00014,5560385350437540507,3.44
5560385350437540507/00015,5560385350437540507,7.72
5560385350437540507/00016,5560385350437540507,4.28
5560385350437540507/00017,5560385350437540507,6.68
5560385350437540507/00018,5560385350437540507,8.76
5560385350437540507/00019,5560385350437540507,5.24
5560385350437540507/00020,5560385350437540507,5.92
5560385350437540507/00021,5560385350437540507,6.08
5560385350437540507/00022,5560385350437540507,4.16
5560385350437540507/00023,5560385350437540507,9.56
5560385350437540507/00024,5560385350437540507,10.6
5560385350437540507/00026,5560385350437540507,16.76
5560385350437540507/00029,5560385350437540507,3.88
5560385350437540507/00030,5560385350437540507,6.08
5560385350437540507/00032,5560385350437540507,12.4
5560385350437540507/00033,5560385350437540507,6.76
5560385350437540507/00034,5560385350437540507,8.32
5560385350437540507/00036,5560385350437540507,5.4
5560385350437540507/00037,5560385350437540507,10.6
5560385350437540507/00039,5560385350437540507,4.44
5560385350437540507/00041,5560385350437540507,15.04
5560385350437540507/00042,5560385350437540507,5.48
5560385350437540507/00043,5560385350437540507,4.04
5560385350437540507/00044,5560385350437540507,4.96
5560385350437540507/00045,5560385350437540507,4.44
5560385350437540507/00046,5560385350437540507,4.12
5560385350437540507/00047,5560385350437540507,13.0
5560385350437540507/00048,5560385350437540507,15.32
5560385350437540507/00049,5560385350437540507,7.76
5560385350437540507/00050,5560385350437540507,6.2
5560385350437540507/00051,5560385350437540507,9.84
5560385350437540507/00052,5560385350437540507,9.6
5560385350437540507/00054,5560385350437540507,10.96
5560385350437540507/00055,5560385350437540507,3.88
5560385350437540507/00056,5560385350437540507,6.16
5560385350437540507/00057,5560385350437540507,8.6
5560385350437540507/00058,5560385350437540507,3.72
5560385350437540507/00059,5560385350437540507,3.48
5560385350437540507/00060,5560385350437540507,3.84
5560385350437540507/00061,5560385350437540507,16.6
5560385350437540507/00063,5560385350437540507,3.48
5560385350437540507/00064,5560385350437540507,3.0
5560385350437540507/00065,5560385350437540507,5.24
5560385350437540507/00066,5560385350437540507,4.08
5560385350437540507/00067,5560385350437540507,10.84
5560385350437540507/00068,5560385350437540507,8.88
5560385350437540507/00069,5560385350437540507,3.56
5560385350437540507/00070,5560385350437540507,5.76
5560385350437540507/00071,5560385350437540507,7.32
5560385350437540507/00072,5560385350437540507,4.8
5560385350437540507/00073,5560385350437540507,3.52
5560385350437540507/00077,5560385350437540507,9.44
5560385350437540507/00078,5560385350437540507,5.76
5560385350437540507/00079,5560385350437540507,9.64
5560385350437540507/00080,5560385350437540507,11.64
5560385350437540507/00081,5560385350437540507,7.24
5560385350437540507/00082,5560385350437540507,9.36
5560385350437540507/00083,5560385350437540507,5.16
5560385350437540507/00084,5560385350437540507,8.76
5560385350437540507/00085,5560385350437540507,16.0
5560385350437540507/00086,5560385350437540507,12.32
5560385350437540507/00087,5560385350437540507,9.88
5560385350437540507/00088,5560385350437540507,12.36
